omne, -9994.32927482416
ito, -9994.231620125967
inquit, -9993.791723932642
cio, -9993.739460789076
queo, -9993.701061656142
neo, -9993.686122627192
locum, -9993.511597211835
bellus, -9993.380009653267
alium, -9993.337414487716
oporteo, -9993.295596548032
no, -9993.14203881219
antes, -9993.141000929378
magus, -9993.054272718184
aio, -9993.01500670389
amicus, -9993.01500670389
publica, -9992.988752212603
multum, -9992.95180219637
castra, -9992.937904310009
littera, -9992.932802258125
propinquus, -9992.914737250727
malum, -9992.888350495554
adfero, -9992.884331735959
liceo, -9992.878948142876
bonum, -9992.820598259814
solum, -9992.766213073517
adverto, -9992.746380234283
dius, -9992.711894058213
accido, -9992.672864714306
potis, -9992.656141916577
patrius, -9992.635698274431
italia, -9992.607773248727
ceterum, -9992.582682326733
plerique, -9992.575396320002
veneo, -9992.479537543675
indo, -9992.475505280148
loco, -9992.461262923433
facile, -9992.444733621482
augustus, -9992.440558250071
summum, -9992.43636537181
ceteri, -9992.421550286026
regius, -9992.419415813498
antonius, -9992.39999772764
condicio, -9992.393440327094
offero, -9992.380195100344
pareo, -9992.348589760928
ver, -9992.304033739378
factum, -9992.289540732076
animo, -9992.287104677278
totum, -9992.284662673623
maga, -9992.282214691984
sibus, -9992.267399606199
saepes, -9992.25990893447
alexander, -9992.24983328248
sata, -9992.216368126186
numero, -9992.203192705027
sus, -9992.179030455749
adficio, -9992.17358085098
tempto, -9992.17358085098
aliter, -9992.15148050398
primum, -9992.145878248431
potior, -9992.137415574512
uter, -9992.123149997355
vix, -9992.117386292637
pecco, -9992.117386292637
crassus, -9992.114491934612
vereor, -9992.114491934612
severus, -9992.111589174952
equito, -9992.108677964745
minus, -9992.088058677542
mas, -9992.088058677542
patro, -9992.076082486496
multo, -9992.063961125963
exsisto, -9992.051691033372
colloco, -9992.03299890036
paulus, -9992.029849291457
scipio, -9992.029849291457
iniurius, -9992.029849291457
seu, -9992.013950705388
differo, -9991.981374534955
fors, -9991.978057782328
singuli, -9991.974729992236
desero, -9991.961306971903
fateor, -9991.957922873919
quivis, -9991.957922873919
persequor, -9991.947701319848
iuro, -9991.937374205692
miror, -9991.933907997716
hortor, -9991.930429733338
coniungo, -9991.91992175574
multa, -9991.916394415222
genu, -9991.916394415222
odio, -9991.909302186914
sapio, -9991.90573712075
nimius, -9991.902159299401
impetro, -9991.894965023766
provideo, -9991.887718615246
prodo, -9991.887718615246
aufero, -9991.884075623968
tutus, -9991.884075623968
commodus, -9991.876749583875
polliceor, -9991.87306633846
adiuvo, -9991.869369476577
disputo, -9991.86193449809
expeto, -9991.850677343566
animadverto, -9991.850677343566
centurio, -9991.846896620726
servio, -9991.831629148595
iungo, -9991.823907102502
comperio, -9991.823907102502
consentio, -9991.820023602475
pello, -9991.816124962059
reliquum, -9991.812211062737
arguo, -9991.796400456711
fortuno, -9991.796400456711
educo, -9991.796400456711
salvos, -9991.792408435442
conservo, -9991.792408435442
comes, -9991.792408435442
medium, -9991.780335854208
mundus, -9991.776279053513
carus, -9991.772205728124
consisto, -9991.772205728124
neglego, -9991.768115742872
supersum, -9991.759885243737
superior, -9991.75574445107
brutus, -9991.751586440922
commune, -9991.74321819125
telum, -9991.74321819125
veto, -9991.730533031723
demum, -9991.721985971146
pauci, -9991.717684889245
adipiscor, -9991.7133652281
honorus, -9991.704669521134
potens, -9991.700293146534
reverto, -9991.69589753506
requiro, -9991.69589753506
signo, -9991.69589753506
maxime, -9991.69589753506
barbarus, -9991.687047919784
cuncti, -9991.673624899451
moror, -9991.669110219098
adgredior, -9991.660019247396
publicum, -9991.655442580368
reprehendo, -9991.65084487112
vulgus, -9991.65084487112
servos, -9991.65084487112
firmo, -9991.65084487112
postremus, -9991.65084487112
fido, -9991.646225925264
castellum, -9991.646225925264
praesertim, -9991.641585545707
librum, -9991.641585545707
iustitia, -9991.641585545707
decresco, -9991.641585545707
consuesco, -9991.641585545707
iure, -9991.641585545707
ignosco, -9991.636923532602
forus, -9991.63223968329
huc, -9991.62753379225
metior, -9991.62753379225
offendo, -9991.62753379225
populo, -9991.62753379225
adiungo, -9991.62753379225
compello, -9991.62753379225
gallus, -9991.622805651055
memoro, -9991.622805651055
creber, -9991.618055048297
irascor, -9991.613281769543
caelus, -9991.613281769543
honestum, -9991.613281769543
milium, -9991.613281769543
erro, -9991.60848559728
praetereo, -9991.603666310844
perfero, -9991.603666310844
indignus, -9991.603666310844
divitiae, -9991.598823686369
talus, -9991.598823686369
administro, -9991.598823686369
aspicio, -9991.593957496718
nuper, -9991.593957496718
scriptum, -9991.593957496718
complures, -9991.593957496718
recuso, -9991.589067511424
insum, -9991.589067511424
certo, -9991.589067511424
prudens, -9991.58415349662
adsumo, -9991.58415349662
admiror, -9991.57921521498
imitor, -9991.57921521498
intra, -9991.57921521498
libertus, -9991.574252425638
antoninus, -9991.574252425638
iaceo, -9991.569264884127
delecto, -9991.569264884127
libeo, -9991.569264884127
egregius, -9991.569264884127
iuvo, -9991.569264884127
persuadeo, -9991.569264884127
antiochus, -9991.569264884127
longe, -9991.564252342303
munitio, -9991.564252342303
armus, -9991.559214548273
fugo, -9991.559214548273
narro, -9991.554151246317
vehementer, -9991.554151246317
diverto, -9991.554151246317
vocabulum, -9991.54906217681
adpeto, -9991.54906217681
dubium, -9991.54906217681
personus, -9991.543947076143
sponte, -9991.543947076143
saluto, -9991.538805676642
etiamsi, -9991.533637706485
ecce, -9991.528442889607
decet, -9991.528442889607
admoneo, -9991.528442889607
villa, -9991.523220945626
testo, -9991.523220945626
insequor, -9991.523220945626
