Total,Ambiguous,Word,POS
25,0/107/25,meo/as/are,PossibleVerb.
24,9/30/15,effero/fers/ferre/extuli/elatum,PossibleVerb.
24,6/68/18,motus/us,m.
24,4/71/20,artus,adj.
24,4/42/20,apparo/as/are,PossibleVerb.
24,3/42/21,sedo/as/are : apaiser (sedatus,adj.
24,3/41/21,for/aris/fari/fatus sum,PossibleVerb.
24,3/39/21,laetus,adj.
24,3/38/21,vulgo/volgo/as/are,PossibleVerb.
24,24/0/0,simulacrum/i,n.
24,24/0/0,reprimo/is/ere/pressi/pressum,PossibleVerb.
24,24/0/0,radix/icis,f.
24,24/0/0,Quiris/itis,m.
24,24/0/0,poeta/ae,m.
24,24/0/0,piscis/is,m.
24,24/0/0,petitio/ionis,f.
24,24/0/0,intus,adv.
24,24/0/0,interpono/is/ere/posui/positum,PossibleVerb.
24,24/0/0,immo,adv.
24,24/0/0,gladius/i,m.
24,24/0/0,exsolvo/is/ere/solui/solutum,PossibleVerb.
24,24/0/0,epistula/epistola/ae,f.
24,24/0/0,epicurus/i,m.
24,24/0/0,disputatio/ionis,f.
24,24/0/0,discutio/is/ere/ussi/ussum,PossibleVerb.
24,24/0/0,cortex/icis,f.
24,24/0/0,concupisco/is/ere/cupiui/pitum,PossibleVerb.
24,24/0/0,commemoro/as/are,PossibleVerb.
24,24/0/0,cesso/as/are,PossibleVerb.
24,24/0/0,cervix/icis,f.
24,24/0/0,amnis/is,m.
24,23/1/1,tendo/is/ere/tetendi/tensum,PossibleVerb.
24,22/3/2,emitto/is/ere/misi/missum,PossibleVerb.
24,22/3/2,arguo/is/ere/ui/utum,PossibleVerb.
24,20/4/4,hortor/aris/ari,PossibleVerb.
24,2/44/22,mundus,adj.
24,18/9/6,offendo/is/ere/fendi/fensum,PossibleVerb.
24,18/7/6,exorior/iris/iri/exortus sum,PossibleVerb.
24,18/25/6,consisto/is/ere/stiti,PossibleVerb.
24,18/16/6,vicis/gen/acc. uicem. Pas de nominatif,PossibleVerb.
24,16/11/8,spondeo/es/ere/spopondi/sponsum,PossibleVerb.
24,15/30/9,oratorius,adj.
24,15/25/9,sedeo/es/ere/sedi/sessum,PossibleVerb.
24,15/22/9,decus/oris,n.
24,14/20/10,ludus/i,m.
24,13/39/11,ora/ae,f.
24,13/22/11,dexter/tra/trum,PossibleVerb.
24,13/15/11,rarus,adj.
24,1/47/23,adversarius,adj.
24,0/86/24,forte,adv.
24,0/62/24,reliquum/relicum/i,n.
24,0/59/24,pes/pedis,m.
24,0/47/24,aedis/is,f.
24,0/47/24,aedes/is,f.
24,0/38/24,orbis/is,m.
24,0/167/24,solum,adv.
24,0/121/24,prima/orum,n.
23,9/35/14,honestas/atis,f.
23,9/21/14,jacio/is/ere/ieci/iactum,PossibleVerb.
23,8/30/15,insignis,e
23,8/27/15,promo/is/ere/prompsi/promptum : montrer/faire sortir/saisir (promtus,adj.
23,5/31/18,foedus/deris,n.
23,3/35/20,pendo/is/ere/pependi/pensum,PossibleVerb.
23,23/0/0,stirps/stirpis/f. (m.),PossibleVerb.
23,23/0/0,sicuti,adv.
23,23/0/0,reficio/is/ere/feci/fectum : reconstruire/refaire/reparer/redonner des forces (refectus,adj.
23,23/0/0,quantitas/atis,f.
23,23/0/0,priusquam,+ subj.
23,23/0/0,praetermitto/is/ere/misi/missum,PossibleVerb.
23,23/0/0,postumus,adj.
23,23/0/0,pietas/atis,f.
23,23/0/0,perfero/fers/ferre/tuli/latum,PossibleVerb.
23,23/0/0,pariter,adv.
23,23/0/0,oceanus/i,m.
23,23/0/0,Jugurtha/ae,m.
23,23/0/0,invado/is/ere/uasi/uasum,PossibleVerb.
23,23/0/0,inutilis,e
23,23/0/0,intervallum/i,n.
23,23/0/0,herba/ae,f.
23,23/0/0,gravitas/atis,f.
23,23/0/0,expugno/as/are,PossibleVerb.
23,23/0/0,exercitatio/ionis,f.
23,23/0/0,evado/is/ere/uasi/uasum,PossibleVerb.
23,23/0/0,equidem,adv.
23,23/0/0,ejusmodi,adv.
23,23/0/0,diripio/is/ere/ripui/reptum,PossibleVerb.
23,23/0/0,deprehendo/is/ere/di/sum,PossibleVerb.
23,23/0/0,curatio/ionis,f.
23,23/0/0,corrigo/is/ere/rexi/rectum,PossibleVerb.
23,23/0/0,circumvenio/is/ire/ueni/uentum,PossibleVerb.
23,23/0/0,bos/bouis,m.
23,23/0/0,ambo/ambae/o,pl.
23,23/0/0,aegritudo/dinis,f.
23,22/2/1,eximo/is/ere/emi/emptum,PossibleVerb.
23,22/1/1,descendo/is/ere/di/sum,PossibleVerb.
23,22/1/1,aeger/gra,grum
23,19/9/4,vehemens/vemens/entis,PossibleVerb.
23,19/9/4,triumphus/i,m.
23,19/23/4,sapientia/ae,f.
23,18/11/5,aureus,adj.
23,17/8/6,rapio/is/ere/rapui/raptum,PossibleVerb.
23,17/8/6,dissolvo/is/ere/solui/solutum,PossibleVerb.
23,16/10/7,praepono/is/ere/posui/positum,PossibleVerb.
23,16/10/7,aspicio/is/ere/spexi/spectum,PossibleVerb.
23,15/15/8,elephantus/i,m.
23,15/14/8,somnium/ii,n.
23,15/11/8,nitor/eris/eris/nixus sum,PossibleVerb.
23,14/21/9,porto/as/are,PossibleVerb.
23,14/11/9,flecto/is/ere/flexi/flexum,PossibleVerb.
23,13/13/10,demo/is/ere/dempsi/demptum,PossibleVerb.
23,1/45/22,auro/as/are,PossibleVerb.
23,0/83/23,servus/i,m.
23,0/83/23,servos/cf. seruus,PossibleVerb.
23,0/76/23,mereor/eris/eri/meritus sum,PossibleVerb.
23,0/75/23,placet,v. impers.
23,0/68/23,aequum/i,n.
23,0/58/23,morum/i,n.
23,0/49/23,possido/is/ere/sedi/sessum,PossibleVerb.
23,0/41/23,laeto/as/are,PossibleVerb.
23,0/107/23,una,adv.
22,8/97/14,vello/is/ere/uelli/uulsi/uulsum,PossibleVerb.
22,8/56/14,notus,adj.
22,7/50/15,pango/is/ere/pepigi/pactum,PossibleVerb.
22,4/65/18,communio/is/ire/iui/itum,PossibleVerb.
22,4/43/18,perfectus,adj.
22,22/0/0,Syria/Suria/ae,f.
22,22/0/0,resisto/is/ere/stiti,PossibleVerb.
22,22/0/0,nequaquam,adv.
22,22/0/0,Lampadium/ii,n.
22,22/0/0,illic,adv.
22,22/0/0,ignarus,adj.
22,22/0/0,gaudeo/es/ere/gauisus sum,PossibleVerb.
22,22/0/0,forsitan,adv.
22,22/0/0,extemplo/extempulo,adv.
22,22/0/0,exhibeo/es/ere/ui/itum,PossibleVerb.
22,22/0/0,etruria/ae,f.
22,22/0/0,discerno/is/ere/creui/cretum,PossibleVerb.
22,22/0/0,agnosco/is/ere/noui/nitum,PossibleVerb.
22,21/4/1,servitus/utis,f.
22,21/26/1,habito/as/are,PossibleVerb.
22,20/5/2,attineo/es/ere/tinui/tentum,PossibleVerb.
22,19/7/3,somnus/i,m.
22,19/4/3,dulcis,e
22,19/3/3,monstro/as/are,PossibleVerb.
22,19/3/3,accendo/is/ere/di/sum,PossibleVerb.
22,18/5/4,incedo/is/ere/incessi/incessum,PossibleVerb.
22,18/5/4,hiems/hiemps/hiemis,m.
22,18/10/4,praeses/praesidis,m.
22,16/8/6,nervus/i,m.
22,16/16/6,avis/is,f.
22,16/15/6,duro/as/are,PossibleVerb.
22,16/13/6,concilium/ii,n.
22,15/9/7,fluo/is/ere/fluxi/fluxum,PossibleVerb.
22,15/10/7,permaneo/es/ere/mansi/mansum,PossibleVerb.
22,14/12/8,erigo/is/ere/rexi/rectum : dresser/elever (erectus,adj.
22,13/13/9,mutuus,adj.
22,13/13/9,incolo/is/ere/ui/cultum,PossibleVerb.
22,10/23/12,durus,adj.
22,1/45/21,dolo/as/are,PossibleVerb.
22,1/31/21,aliquantus,adj.
22,0/89/22,virus/i,n.
22,0/72/22,divina/ae,f.
22,0/70/22,manus,adj.
22,0/68/22,adeo,adv.
22,0/67/22,par/paris,PossibleVerb.
22,0/65/22,pauca/orum,n.
22,0/64/22,honestum/i,n.
22,0/56/22,universum/i,n.
22,0/152/22,boni/orum/m./cf. bonus,PossibleVerb.
22,0/128/22,datum/i,n.
22,0/117/22,primo,adv.
21,9/26/12,indico/as/are,PossibleVerb.
21,9/25/12,figuro/as/are,PossibleVerb.
21,9/22/12,foedus,adj.
21,8/25/13,dolus/i,m.
21,8/23/13,curro/is/ere/cucurri/cursum,PossibleVerb.
21,7/24/14,vanus,adj.
21,6/34/15,conicio/is/ere/jeci/jectum,PossibleVerb.
21,6/24/15,maturus,adj.
21,4/42/17,sacro/as/are,PossibleVerb.
21,4/33/17,nihilum/i,n.
21,21/0/0,venditio/ionis,f.
21,21/0/0,veluti,adv.
21,21/0/0,turris/is,f.
21,21/0/0,triginta,num.
21,21/0/0,tormentum/i,n.
21,21/0/0,stipulor/aris/ari,PossibleVerb.
21,21/0/0,sinus/us,m.
21,21/0/0,sacramentum/i,n.
21,21/0/0,recito/as/are,PossibleVerb.
21,21/0/0,quispiam/quaepiam/quodpiam,PossibleVerb.
21,21/0/0,praeterquam,adv.
21,21/0/0,portio/onis,f.
21,21/0/0,obligatio/ionis,f.
21,21/0/0,nuper,adv.
21,21/0/0,nonne,adv. interr.
21,21/0/0,medicina/ae,f.
21,21/0/0,laetitia/ae,f.
21,21/0/0,Laelius/i,m.
21,21/0/0,infinitus,adj.
21,21/0/0,huc,adv.
21,21/0/0,gaudium/ii,n.
21,21/0/0,furtum/i,n.
21,21/0/0,fortasse,adv.
21,21/0/0,extrinsecus,adv.
21,21/0/0,extraho/is/ere/traxi/tractum,PossibleVerb.
21,21/0/0,divitiae/ditiae/arum,f. pl.
21,21/0/0,divinatio/onis,f.
21,21/0/0,declino/as/are,PossibleVerb.
21,21/0/0,contumelia/ae,f.
21,21/0/0,Capua/ae,f.
21,20/10/1,licentia/ae,f.
21,20/1/1,repudio/as/are,PossibleVerb.
21,20/1/1,perspicio/is/ere/spexi/spectum,PossibleVerb.
21,19/3/2,duplex/icis,PossibleVerb.
21,19/2/2,vilis,e
21,19/2/2,Gallia/ae,f.
21,19/2/2,discrimen/inis,n.
21,18/4/3,frons/ontis,f.
21,18/3/3,sidus/eris,n.
21,16/7/5,admoneo/es/ere/monui/monitum,PossibleVerb.
21,16/6/5,deleo/es/ere/evi/etum,PossibleVerb.
21,15/8/6,incurro/is/ere/curri/cursum,PossibleVerb.
21,15/7/6,interior/oris,PossibleVerb.
21,15/29/6,aequo/as/are,PossibleVerb.
21,14/23/7,pasco/is/ere/paui/pastum,PossibleVerb.
21,13/11/8,concurro/is/ere/curri/cursum,PossibleVerb.
21,12/19/9,quiesco/is/ere/quieui/quietum,PossibleVerb.
21,11/24/10,praedico/as/are,PossibleVerb.
21,11/12/10,magnificus,adj.
21,10/22/11,dextra/dextera/ou dextera/ae,f.
21,1/118/20,castro/avi/atum,PossibleVerb.
21,0/86/21,singula/ae,f.
21,0/550/21,eo,adv.
21,0/52/21,utrum/utrum,PossibleVerb.
21,0/46/21,adversarius/ii,m.
21,0/43/21,Fabius/i,m.
21,0/43/21,extremum/i,n.
21,0/38/21,testo/as/are/cf. testor,PossibleVerb.
21,0/177/21,alia,adv.
21,0/137/21,item,adv.
20,9/19/11,circus/i,m.
20,6/26/14,albus,adj.
20,6/20/14,rideo/es/ere/risi/risum,PossibleVerb.
20,5/43/15,latus/eris,n.
20,5/30/15,acutus,adj.
20,4/36/16,initio/as/are,PossibleVerb.
20,4/29/16,impendo/is/ere/pendi/pensum,PossibleVerb.
20,20/0/0,suffragium/i,n.
20,20/0/0,statio/onis,f.
20,20/0/0,siquidem,conj. sub.
20,20/0/0,renovo/as/are,PossibleVerb.
20,20/0/0,praecipue,adv.
20,20/0/0,perturbatio/onis,f.
20,20/0/0,perspicuus,adj.
20,20/0/0,notio/onis,f.
20,20/0/0,Nero/onis,m.
20,20/0/0,introduco/is/ere/duxi/ductum,PossibleVerb.
20,20/0/0,impedimentum/i,n.
20,20/0/0,difficultas/atis,f.
20,20/0/0,condemno/as/are,PossibleVerb.
20,20/0/0,clam,adv.
20,20/0/0,attalus/i,m.
20,20/0/0,antecedo/is/ere/cessi/cessum,PossibleVerb.
20,20/0/0,ancilla/ae,f.
20,20/0/0,aestimatio/ionis,f.
20,20/0/0,acquiro/is/ere/i/situm,PossibleVerb.
20,19/3/1,fames/is,f.
20,19/1/1,paeniteo/es/ere/ui,PossibleVerb.
20,18/3/2,artificium/ii,n.
20,18/2/2,violo/as/are,PossibleVerb.
20,18/2/2,persuadeo/es/ere/asi/asum,PossibleVerb.
20,18/2/2,obeo/is/ire/ii/itum,PossibleVerb.
20,18/2/2,ascendo/is/ere/ascendi/ascensum,PossibleVerb.
20,17/4/3,tyrannus/i,m.
20,17/4/3,disto/as/are,PossibleVerb.
20,17/3/3,impello/is/ere/puli/pulsum,PossibleVerb.
20,16/26/4,hostia/ae,f.
20,15/8/5,tutor/oris,m.
20,15/7/5,purgo/purigo/as/are,PossibleVerb.
20,15/6/5,Zeno/onis,m.
20,14/8/6,remaneo/es/ere/mansi/mansum,PossibleVerb.
20,14/10/6,metuo/is/ere/ui/utum,PossibleVerb.
20,13/21/7,obscuro/as/are,PossibleVerb.
20,13/14/7,traicio/is/ere/ieci/iectum,PossibleVerb.
20,13/10/7,ulcus/eris,n.
20,13/10/7,effundo/is/ere/fudi/fusum,PossibleVerb.
20,13/10/7,creber/bra/brum,PossibleVerb.
20,11/21/9,prudentia/ae,f.
20,1/42/19,puerus,adj.
20,1/37/19,Stoicus,adj.
20,1/37/19,immortalis,e
20,0/692/20,qua,conj. et adv.
20,0/62/20,pauci/orum,m.
20,0/61/20,necessarius/i,m.
20,0/59/20,vetera/um,n.
20,0/56/20,humanum/i,n.
20,0/54/20,plebes/ei,f.
20,0/42/20,revertor/revortor/eris/i/reuersus sum,PossibleVerb.
20,0/39/20,frustro/as/are,PossibleVerb.
20,0/38/20,materio/as/are,PossibleVerb.
20,0/38/20,antonius,adj.
20,0/122/20,eodem,adv.
19,8/15/11,cupidus,adj.
19,6/36/13,honoro/as/are,PossibleVerb.
19,6/26/13,praeteritus,adj.
19,6/26/13,excido/is/ere/cidi/cisum,PossibleVerb.
19,5/20/14,aeternus,adj.
19,5/104/14,dicto/as/are,PossibleVerb.
19,4/30/15,claudo/(cludo) is/ere/clausi/clausum,PossibleVerb.
19,4/28/15,comitium/i,n.
19,3/37/16,lino/is/inere/levi (livi)/litum,PossibleVerb.
19,2/43/17,diligens/entis,PossibleVerb.
19,19/0/0,Varro/onis,m.
19,19/0/0,validus,adj.
19,19/0/0,valetudo/dinis,f.
19,19/0/0,tametsi,conj.
19,19/0/0,studeo/es/ere/ui,PossibleVerb.
19,19/0/0,solitudo/inis,f.
19,19/0/0,servilis,e
19,19/0/0,saxum/i,n.
19,19/0/0,Sardinia/ae,f.
19,19/0/0,ripa/ae,f.
19,19/0/0,remedium/i,n.
19,19/0/0,ramus/i,m.
19,19/0/0,obruo/is/ere/obrui/obrutum,PossibleVerb.
19,19/0/0,ministerium/i,n.
19,19/0/0,interpretor/aris/ari,PossibleVerb.
19,19/0/0,Hasdrubal/alis,m.
19,19/0/0,ficus/i,f.
19,19/0/0,febris/is,f.
19,19/0/0,effugio/is/ere/fugi/fugiturus,PossibleVerb.
19,19/0/0,compositio/onis,f.
19,19/0/0,Catilina/ae,m.
19,19/0/0,calamitas/atis,f.
19,19/0/0,atqui,conj. coord.
19,19/0/0,argumentatio/onis,f.
19,19/0/0,adfectio/onis,f.
19,19/0/0,accusatio/onis,f.
19,18/5/1,damnum/i,n.
19,18/2/1,vestis/is,f.
19,18/2/1,quaestor/oris,m.
19,18/2/1,libertus/i,m.
19,18/2/1,incendium/ii,n.
19,18/2/1,custos/odis,m.
19,18/2/1,coeo/is/ire/ii/itum,PossibleVerb.
19,18/1/1,increpo/is/ere/crepitum,PossibleVerb.
19,18/1/1,fungor/eris/i/functus sum,PossibleVerb.
19,18/1/1,ferox/ocis,PossibleVerb.
19,18/1/1,favor/oris,m.
19,18/1/1,convivium/ii,n.
19,17/8/2,expers/ertis,PossibleVerb.
19,17/2/2,respicio/is/ere/spexi/spectum,PossibleVerb.
19,17/2/2,persevero/as/are,PossibleVerb.
19,17/2/2,parco/is/ere/peperci/parsum,PossibleVerb.
19,16/4/3,Pyrrhus/Pyrrus/i,m.
19,16/4/3,exquiro/exquaero/is/ere/iui/itum,PossibleVerb.
19,16/3/3,reduco/is/ere/duxi/ductum,PossibleVerb.
19,16/3/3,molior/iris/iri/itus sum,PossibleVerb.
19,16/15/3,commodo/as/are,PossibleVerb.
19,15/7/4,nudus,adj.
19,15/5/4,voluntarius,adj.
19,15/4/4,suavis,e
19,14/8/5,insto/as/are/stiti/staturus,PossibleVerb.
19,14/8/5,clamor/oris,m.
19,14/6/5,percutio/is/ere/cussi/cussum,PossibleVerb.
19,13/10/6,vallum/i,n.
19,11/30/8,mano/as/are,PossibleVerb.
19,11/12/8,delinquo/is/ere/liqui/lictum,PossibleVerb.
19,0/84/19,jusso/ere,PossibleVerb.
19,0/72/19,alienus/i,m.
19,0/55/19,pedis/is,comm.
19,0/45/19,breve/is,n.
19,0/42/19,mundus/i,m.
19,0/38/19,frustra,adv.
19,0/33/19,captivus,adj.
18,8/18/10,intueor/eris/eri/itus sum,PossibleVerb.
18,8/12/10,uber/eris,PossibleVerb.
18,7/21/11,labor/eris/i/lapsus sum,PossibleVerb.
18,7/19/11,tergum/i,n.
18,6/58/12,fidus,adj.
18,5/26/13,frequento/as/are,PossibleVerb.
18,4/33/14,saluto/as/are,PossibleVerb.
18,3/36/15,aer/aeris,m.
18,3/29/15,suspicio/is/ere/spexi/spectum,PossibleVerb.
18,2/32/16,Numidus,adj.
18,18/1/0,paries/etis,m.
18,18/0/0,usurpo/as/are,PossibleVerb.
18,18/0/0,silva/ae,f.
18,18/0/0,qualitas/atis,f.
18,18/0/0,procreo/as/are,PossibleVerb.
18,18/0/0,posco/is/ere/poposci,PossibleVerb.
18,18/0/0,penetro/as/are,PossibleVerb.
18,18/0/0,passim,adv.
18,18/0/0,munimentum/i,n.
18,18/0/0,lignum/i,n.
18,18/0/0,inchoo/as/are,PossibleVerb.
18,18/0/0,hercule,interj.
18,18/0/0,enumero/as/are,PossibleVerb.
18,18/0/0,displiceo/es/ere/cui/citum,PossibleVerb.
18,18/0/0,disceptatio/ionis,f.
18,18/0/0,coram,prep. et adv.
18,18/0/0,Capitolium/ii,n.
18,18/0/0,appellatio/onis/f,PossibleVerb.
18,18/0/0,adtribuo/is/ere/tribui/tributum,PossibleVerb.
18,18/0/0,adligo/(all-)/as/are,PossibleVerb.
18,17/3/1,caritas/atis,f.
18,17/2/1,vultus/voltus/us,m.
18,17/1/1,urgeo/es/ere/ursi/-,PossibleVerb.
18,17/1/1,resto/as/are,PossibleVerb.
18,17/1/1,repono/is/ere/posui/positum,PossibleVerb.
18,16/5/2,adtendo/is/ere/tendi/tentum,PossibleVerb.
18,16/4/2,vetustas/atis,f.
18,16/4/2,adulescentia/adolescentia/ae,f.
18,16/3/2,pondus/eris,n.
18,16/2/2,sperno/is/ere/spreui/spretum,PossibleVerb.
18,16/2/2,haurio/is/ire/hausi/haustum,PossibleVerb.
18,15/6/3,sonus/i,m.
18,15/4/3,precor/aris/atus sum,PossibleVerb.
18,15/4/3,neco/as/are,PossibleVerb.
18,15/24/3,scientia/ae,f.
18,15/21/3,passus/us,m.
18,15/15/3,aditus/us,m.
18,14/7/4,infestus,adj.
18,14/6/4,libenter/lubenter,adv.
18,14/6/4,eripio/is/ere/ere/ripui/reptum,PossibleVerb.
18,14/11/4,arceo/es/ere/ui,PossibleVerb.
18,13/8/5,merces/edis,f.
18,13/8/5,calor/oris,m.
18,13/7/5,fortuitus,adj.
18,13/6/5,inspicio/is/ere/spexi/spectum,PossibleVerb.
18,13/6/5,domesticus,adj.
18,13/16/5,vicus/i,m.
18,13/10/5,illustris,e
18,12/9/6,gemma/ae,f.
18,12/8/6,deicio/is/ere/ieci/iectum,PossibleVerb.
18,11/29/7,caedes/is,f.
18,11/18/7,odio/isse,PossibleVerb.
18,11/10/7,confundo/is/ere/fudi/fusum,PossibleVerb.
18,10/12/8,sono/as/are/sonui/sonitum,PossibleVerb.
18,10/12/8,praeparo/as/are,PossibleVerb.
18,10/12/8,fretus,adj.
18,10/12/8,augur/uris,m.
18,1/40/17,occultus,adj.
18,0/67/18,divinum/i,n.
18,0/61/18,verro/is/ere/-/uersum,PossibleVerb.
18,0/55/18,specio/is/ere/spexi/spectum,PossibleVerb.
18,0/38/18,mortalis/is,m. et f.
18,0/38/18,mortalis,e
18,0/37/18,Stoicus/i,m.
18,0/37/18,immortales/ium,m. pl.
18,0/37/18,antonius/ii,m.
18,0/35/18,supplex/plicis,PossibleVerb.
18,0/154/18,multi/orum,m.
17,9/44/8,libra/ae,f.
17,9/15/8,corona/ae,f.
17,9/13/8,infirmus,adj.
17,7/46/10,pando/is/ere/pandi/passum,PossibleVerb.
17,7/17/10,externus,adj.
17,5/26/12,remotus,adj.
17,4/33/13,barbarus,adj.
17,2/38/15,occulo/is/ere/cului/cultum : cacher (occultus,adj.
17,2/29/15,Maius,adj.
17,17/3/0,curator/oris,m.
17,17/1/0,indutiae/induciae/arum,f. pl.
17,17/1/0,desisto/is/ere/destiti/destitum,PossibleVerb.
17,17/0/0,X,adj. num.
17,17/0/0,vinculum/i,n.
17,17/0/0,vexo/as/are,PossibleVerb.
17,17/0/0,unusquisque/unaquaeque/unumquodque,PossibleVerb.
17,17/0/0,tus/thus/uris,n.
17,17/0/0,suadeo/es/ere/suasi/suasum,PossibleVerb.
17,17/0/0,provoco/as/are,PossibleVerb.
17,17/0/0,proprietas/atis,f.
17,17/0/0,promulgo/as/are,PossibleVerb.
17,17/0/0,oppugnatio/ionis,f.
17,17/0/0,nonnumquam,adv.
17,17/0/0,nominatim,adv.
17,17/0/0,nepos/otis,m.
17,17/0/0,momentum/i,n.
17,17/0/0,Julia/ae,f.
17,17/0/0,interimo/interemo/is/ere/emi/emptum,PossibleVerb.
17,17/0/0,innumerabilis,e
17,17/0/0,incredibilis,e
17,17/0/0,immitto/is/ere/misi/missum,PossibleVerb.
17,17/0/0,folium/ii,n.
17,17/0/0,flagitium/ii,n.
17,17/0/0,fistula/ae,f.
17,17/0/0,exspectatio/onis,f.
17,17/0/0,erumpo/is/ere/rupi/ruptum,PossibleVerb.
17,17/0/0,emancipo/as/are,PossibleVerb.
17,17/0/0,dimico/as/are,PossibleVerb.
17,17/0/0,digero/is/ere/gessi/gestum,PossibleVerb.
17,17/0/0,diduco/is/ere/duxi/ductum,PossibleVerb.
17,17/0/0,Decius/ii,m.
17,17/0/0,cotidie,adv.
17,17/0/0,Carthago/inis,f.
17,17/0/0,bis,adv.
17,17/0/0,biennium/i,n.
17,17/0/0,aristoteles/is,m.
17,17/0/0,antepono/is/ere/posui/positum,PossibleVerb.
17,17/0/0,aedificium/ii,n.
17,17/0/0,adscribo/is/ere/scripsi/scriptum,PossibleVerb.
17,17/0/0,admiratio/onis,f.
17,16/1/1,redimo/is/ere/emi/emptum,PossibleVerb.
17,16/1/1,largior/iris/iri/largitus sumi,PossibleVerb.
17,15/9/2,recipero/as/are,PossibleVerb.
17,15/3/2,aro/as/are,PossibleVerb.
17,15/2/2,transmitto/tramitto/is/ere/misi/missum,PossibleVerb.
17,15/2/2,perniciosus,adj.
17,15/2/2,obsequium/i,n.
17,15/2/2,Gabinius/i/m.,npr.
17,15/2/2,extendo/is/ere/tendi/tensum (tum),PossibleVerb.
17,15/2/2,adsiduus,adj.
17,14/4/3,senectus/utis,f.
17,14/3/3,vitiosus,adj.
17,14/11/3,extollo/is/ere/extuli/-,PossibleVerb.
17,13/15/4,vulnero/volnero/as/are,PossibleVerb.
17,13/10/4,color/oris,m.
17,12/10/5,illustro/as/are,PossibleVerb.
17,11/9/6,indulgeo/es/ere/dulsi/dultum,PossibleVerb.
17,11/9/6,bibo/is/ere/bibi/bibitum,PossibleVerb.
17,11/8/6,concito/as/are,PossibleVerb.
17,10/18/7,vario/as/are,PossibleVerb.
17,1/37/16,dissero/is/ere/sevi/situm,PossibleVerb.
17,1/35/16,insero/is/ere/inserui/insertum,PossibleVerb.
17,0/89/17,regia/ae,f.
17,0/88/17,recte,adv.
17,0/69/17,certe,adv.
17,0/67/17,paulo,adv.
17,0/61/17,parens/entis,m.
17,0/56/17,mortuus,adj.
17,0/55/17,pedo/is/ere/pepedi/peditum,PossibleVerb.
17,0/55/17,constitutum/i,n.
17,0/143/17,verum,conj.
16,9/31/7,operio/is/ire/perui/pertum,PossibleVerb.
16,9/12/7,lenis,e
16,8/16/8,ovis/is,f.
16,8/14/8,iniquus,adj.
16,6/36/10,tribus/us,m.
16,6/28/10,mus/muris,m.
16,6/17/10,urbanus,adj.
16,6/16/10,tristis,e
16,5/21/11,Perses/ae,m.
16,4/22/12,ovo/as/are,PossibleVerb.
16,4/19/12,stultus,adj.
16,3/50/13,vitis/is,f.
16,3/27/13,adsentior/iris/iri/sensus sum,PossibleVerb.
16,2/31/14,acuo/is/ere/ui/utum,PossibleVerb.
16,16/0/0,utrimque,adv.
16,16/0/0,temeritas/atis,f.
16,16/0/0,subtilis,e
16,16/0/0,Socrates/is,m.
16,16/0/0,significatio/ionis,f.
16,16/0/0,scalpellum/i,n.
16,16/0/0,saeculum/i,n.
16,16/0/0,sacrificium/ii,n.
16,16/0/0,pristinus,adj.
16,16/0/0,presbyter/presbiter/eri,m.
16,16/0/0,pituita/ae,f.
16,16/0/0,permultus,adj.
16,16/0/0,percontor/percunctor/aris/ari,PossibleVerb.
16,16/0/0,pabulum/i,n.
16,16/0/0,ostium/ii,n.
16,16/0/0,octo,num.
16,16/0/0,novitas/atis,f.
16,16/0/0,nocturnus,adj.
16,16/0/0,monumentum/(-niment-) i,n.
16,16/0/0,meditor/aris/ari,PossibleVerb.
16,16/0/0,mediocris,e
16,16/0/0,maritimus,adj.
16,16/0/0,manumitto/is/ere/misi/missum,PossibleVerb.
16,16/0/0,juventus/tutis,f.
16,16/0/0,intentio/onis,f.
16,16/0/0,inhaereo/is/ere/haesi/haesum,PossibleVerb.
16,16/0/0,ignominia/ae,f.
16,16/0/0,hodie,adv.
16,16/0/0,haruspex/icis,m.
16,16/0/0,Gallicus,adj.
16,16/0/0,fas,n. indecl.
16,16/0/0,expello/is/ere/puli/pulsum,PossibleVerb.
16,16/0/0,expeditio/ionis,f.
16,16/0/0,dubitatio/ionis,f.
16,16/0/0,diuturnus,adj.
16,16/0/0,diruo/is/ere/rui/rutum : demolir/renverser (dirutus,adj.
16,16/0/0,complures/ium,PossibleVerb.
16,16/0/0,commoror/aris/ari,PossibleVerb.
16,16/0/0,claudus,adj.
16,16/0/0,celeriter,adv.
16,16/0/0,avaritia/ae,f.
16,16/0/0,approbo/as/are,PossibleVerb.
16,16/0/0,albinus/i,m.
16,16/0/0,aedifico/as/are,PossibleVerb.
16,16/0/0,adsigno/as/are,PossibleVerb.
16,16/0/0,accio/is/ire/acciui/accitum : faire venir/mander (accitus,adj.
16,16/0/0,accessio/onis,f.
16,16/0/0,abduco/is/ere/duxi/ductum,PossibleVerb.
16,15/4/1,collegium/ii/n,PossibleVerb.
16,15/2/1,onus/eris,n.
16,14/7/2,aegyptus/i,f.
16,13/4/3,educo/is/ere,PossibleVerb.
16,13/3/3,torqueo/es/ere/torsi/tortum,PossibleVerb.
16,13/3/3,fabula/ae,f.
16,13/3/3,aries/etis,m.
16,12/7/4,obliviscor/eris/i/oblitus sum,PossibleVerb.
16,12/5/4,singularis,e
16,12/5/4,decurro/is/ere/curri/cursum,PossibleVerb.
16,12/5/4,congredior/eris/i/essus sum,PossibleVerb.
16,12/15/4,avus/i,m.
